"id","coverage","age","wage","cit","mar","educ","race","esr"
16012,"Coverage",39,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16013,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16014,"Coverage",40,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16015,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16016,"Coverage",65,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
16017,"Coverage",21,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16018,"Coverage",19,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16019,"Coverage",69,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
16020,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
16021,"Coverage",34,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16022,"Coverage",61,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16023,"Coverage",42,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16024,"Coverage",49,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16025,"Coverage",42,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16026,"Coverage",38,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16027,"Coverage",59,0,"Citizen","Married","Less than HS","White","Employed Civilian"
16028,"Coverage",50,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16029,"Coverage",29,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16030,"Coverage",73,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16031,"Coverage",33,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16032,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
16033,"Coverage",30,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16034,"Coverage",61,0,"Citizen","Married","Less than HS","White","Employed Civilian"
16035,"Coverage",49,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16036,"Coverage",31,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16037,"Coverage",29,0,"Citizen","Never Married","Graduate Degree","Two or More","Employed Civilian"
16038,"Coverage",37,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16039,"Coverage",51,0,"Citizen","Widowed","HS Degree","Black","Employed Civilian"
16040,"Coverage",44,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16041,"Coverage",34,8000,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
16042,"Coverage",35,0,"Citizen","Married","HS Degree","Two or More","Employed Civilian"
16043,"Coverage",35,0,"Citizen","Married","Graduate Degree","Black","Employed Civilian"
16044,"Coverage",51,0,"Citizen","Widowed","HS Degree","White","Employed Civilian"
16045,"Coverage",58,0,"Citizen","Never Married","Graduate Degree","Black","Not in Labor Force"
16046,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16047,"Coverage",53,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16048,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16049,"Coverage",70,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16050,"Coverage",52,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16051,"Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16052,"Coverage",48,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16053,"Coverage",37,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16054,"Coverage",61,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16055,"Coverage",66,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16056,"Coverage",76,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16057,"Coverage",31,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16058,"Coverage",34,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16059,"Coverage",61,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16060,"Coverage",41,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16061,"Coverage",57,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16062,"Coverage",57,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16063,"Coverage",23,0,"Non-citizen","Never Married","Undergraduate Degree","Asian","Employed Civilian"
16064,"Coverage",26,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16065,"Coverage",68,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16066,"Coverage",59,0,"Citizen","Divorced","Undergraduate Degree","Black","Employed Civilian"
16067,"Coverage",23,0,"Citizen","Never Married","HS Degree","White","Unemployed"
16068,"Coverage",67,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16069,"Coverage",37,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16070,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16071,"Coverage",65,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16072,"Coverage",72,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16073,"Coverage",55,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16074,"Coverage",81,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16075,"Coverage",44,0,"Non-citizen","Married","Graduate Degree","White","Employed Civilian"
16076,"Coverage",45,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16077,"Coverage",74,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16078,"Coverage",43,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16079,"Coverage",31,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16080,"Coverage",63,0,"Citizen","Married","Less than HS","Asian","Not in Labor Force"
16081,"Coverage",30,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
16082,"Coverage",24,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16083,"Coverage",44,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16084,"Coverage",45,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16085,"Coverage",31,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16086,"Coverage",52,0,"Citizen","Married","Less than HS","White","Employed Civilian"
16087,"Coverage",32,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16088,"Coverage",61,0,"Citizen","Married","Less than HS","White","Employed Civilian"
16089,"Coverage",66,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16090,"Coverage",39,0,"Non-citizen","Married","HS Degree","Other","Unemployed"
16091,"Coverage",92,7700,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
16092,"Coverage",27,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16093,"Coverage",27,0,"Citizen","Separated","Undergraduate Degree","White","Employed Civilian"
16094,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16095,"Coverage",27,0,"Citizen","Never Married","HS Degree","White","Unemployed"
16096,"Coverage",16,0,"Citizen","Never Married","Less than HS","Other","Employed Civilian"
16097,"Coverage",32,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16098,"Coverage",45,3800,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
16099,"Coverage",35,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16100,"Coverage",28,5500,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16101,"Coverage",35,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16102,"Coverage",23,0,"Non-citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16103,"Coverage",38,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16104,"Coverage",23,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16105,"Coverage",58,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
16106,"Coverage",32,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16107,"Coverage",38,0,"Non-citizen","Married","Graduate Degree","Asian","Employed Civilian"
16108,"Coverage",60,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16109,"Coverage",31,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16110,"Coverage",45,0,"Citizen","Married","HS Degree","White","Unemployed"
16111,"Coverage",60,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16112,"Coverage",67,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
16113,"Coverage",36,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16114,"Coverage",58,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16115,"Coverage",59,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
16116,"Coverage",69,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16117,"Coverage",62,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16118,"Coverage",24,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16119,"Coverage",55,0,"Citizen","Widowed","Less than HS","White","Employed Civilian"
16120,"Coverage",30,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16121,"Coverage",77,0,"Citizen","Divorced","HS Degree","Black","Not in Labor Force"
16122,"Coverage",35,0,"Citizen","Never Married","Graduate Degree","Black","Employed Civilian"
16123,"Coverage",57,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16124,"Coverage",32,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16125,"Coverage",27,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16126,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16127,"Coverage",40,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16128,"Coverage",47,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16129,"Coverage",25,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16130,"Coverage",47,0,"Citizen","Married","Less than HS","Asian","Not in Labor Force"
16131,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16132,"Coverage",42,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16133,"Coverage",60,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16134,"Coverage",33,0,"Citizen","Married","HS Degree","Two or More","Not in Labor Force"
16135,"Coverage",39,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16136,"Coverage",18,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16137,"Coverage",61,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
16138,"Coverage",64,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16139,"Coverage",84,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16140,"Coverage",47,0,"Non-citizen","Married","HS Degree","White","Employed Civilian"
16141,"Coverage",56,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16142,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16143,"Coverage",68,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16144,"Coverage",66,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16145,"Coverage",44,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16146,"Coverage",43,0,"Citizen","Married","Less than HS","White","Unemployed"
16147,"Coverage",45,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16148,"Coverage",18,0,"Citizen","Never Married","HS Degree","Two or More","Employed Civilian"
16149,"Coverage",47,0,"Citizen","Married","HS Degree","Tribes Spec.","Employed Civilian"
16150,"Coverage",58,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16151,"Coverage",45,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
16152,"Coverage",26,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16153,"Coverage",53,0,"Citizen","Married","Undergraduate Degree","White","Unemployed"
16154,"Coverage",48,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16155,"Coverage",41,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16156,"Coverage",53,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16157,"Coverage",25,0,"Non-citizen","Married","HS Degree","Asian","Not in Labor Force"
16158,"Coverage",58,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16159,"Coverage",83,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16160,"Coverage",59,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16161,"Coverage",55,0,"Non-citizen","Married","HS Degree","Asian","Employed Civilian"
16162,"Coverage",28,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16163,"Coverage",33,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16164,"Coverage",52,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16165,"Coverage",82,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16166,"Coverage",18,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16167,"Coverage",65,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16168,"Coverage",42,0,"Citizen","Married","Less than HS","White","Employed Civilian"
16169,"Coverage",34,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16170,"Coverage",76,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16171,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16172,"Coverage",21,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16173,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16174,"Coverage",57,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16175,"Coverage",73,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16176,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Unemployed"
16177,"Coverage",55,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16178,"Coverage",49,7200,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16179,"Coverage",73,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16180,"Coverage",32,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16181,"Coverage",65,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16182,"Coverage",22,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
16183,"Coverage",21,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16184,"Coverage",60,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16185,"Coverage",74,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16186,"Coverage",70,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16187,"Coverage",61,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16188,"Coverage",16,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16189,"Coverage",36,0,"Citizen","Divorced","Graduate Degree","White","Employed Civilian"
16190,"Coverage",26,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
16191,"Coverage",30,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16192,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16193,"Coverage",30,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16194,"Coverage",42,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16195,"Coverage",78,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16196,"Coverage",68,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
16197,"Coverage",42,0,"Citizen","Never Married","Undergraduate Degree","Black","Employed Civilian"
16198,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16199,"Coverage",43,0,"Citizen","Married","HS Degree","Other","Employed Civilian"
16200,"Coverage",30,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16201,"Coverage",51,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
16202,"Coverage",37,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16203,"Coverage",50,0,"Citizen","Separated","Undergraduate Degree","Black","Employed Civilian"
16204,"Coverage",88,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16205,"Coverage",53,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16206,"Coverage",40,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16207,"Coverage",70,0,"Non-citizen","Never Married","Less than HS","White","Not in Labor Force"
16208,"Coverage",63,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16209,"Coverage",46,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16210,"Coverage",69,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16211,"Coverage",74,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16212,"Coverage",73,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16213,"Coverage",47,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16214,"Coverage",52,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16215,"Coverage",28,0,"Citizen","Never Married","HS Degree","Black","Unemployed"
16216,"Coverage",72,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
16217,"Coverage",47,0,"Citizen","Never Married","Less than HS","White","Employed Civilian"
16218,"Coverage",61,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
16219,"Coverage",50,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16220,"Coverage",61,0,"Citizen","Widowed","HS Degree","White","Unemployed"
16221,"Coverage",74,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16222,"Coverage",75,0,"Citizen","Divorced","HS Degree","Black","Unemployed"
16223,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16224,"Coverage",56,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16225,"Coverage",40,0,"Citizen","Never Married","Graduate Degree","Black","Not in Labor Force"
16226,"Coverage",35,0,"Citizen","Divorced","HS Degree","Black","Unemployed"
16227,"Coverage",41,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16228,"Coverage",43,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16229,"Coverage",39,0,"Citizen","Married","Graduate Degree","White","Unemployed"
16230,"Coverage",34,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16231,"Coverage",39,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16232,"Coverage",28,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16233,"Coverage",38,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16234,"Coverage",75,5100,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
16235,"Coverage",47,0,"Citizen","Separated","HS Degree","Black","Employed Civilian"
16236,"Coverage",48,0,"Citizen","Married","Less than HS","Asian","Employed Civilian"
16237,"Coverage",31,0,"Non-citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16238,"Coverage",47,0,"Citizen","Married","Undergraduate Degree","Nat. Hawaiian/Pac. Isl.","Employed Civilian"
16239,"Coverage",43,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16240,"Coverage",47,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16241,"Coverage",19,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16242,"Coverage",17,0,"Citizen","Never Married","Less than HS","Other","Not in Labor Force"
16243,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16244,"Coverage",57,2300,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16245,"Coverage",63,5900,"Citizen","Separated","HS Degree","Black","Not in Labor Force"
16246,"Coverage",42,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
16247,"Coverage",18,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16248,"Coverage",71,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16249,"Coverage",26,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16250,"Coverage",38,0,"Citizen","Married","HS Degree","White","Unemployed"
16251,"Coverage",46,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16252,"Coverage",84,3600,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16253,"Coverage",71,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16254,"Coverage",75,0,"Citizen","Widowed","Less than HS","White","Not in Labor Force"
16255,"Coverage",71,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16256,"Coverage",49,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16257,"Coverage",27,0,"Citizen","Never Married","Less than HS","Black","Employed Civilian"
16258,"Coverage",68,0,"Non-citizen","Married","Less than HS","White","Unemployed"
16259,"Coverage",65,7000,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
16260,"Coverage",40,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16261,"Coverage",46,0,"Citizen","Divorced","Undergraduate Degree","White","Employed Civilian"
16262,"Coverage",29,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16263,"Coverage",63,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16264,"Coverage",27,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16265,"Coverage",66,0,"Citizen","Married","Graduate Degree","White","Not in Labor Force"
16266,"Coverage",49,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16267,"Coverage",19,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16268,"Coverage",63,0,"Citizen","Married","HS Degree","Black","Not in Labor Force"
16269,"Coverage",51,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16270,"Coverage",36,0,"Citizen","Married","Undergraduate Degree","Black","Employed Civilian"
16271,"Coverage",40,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16272,"Coverage",81,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16273,"Coverage",78,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
16274,"Coverage",29,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16275,"Coverage",51,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16276,"Coverage",35,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
16277,"Coverage",24,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
16278,"Coverage",64,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16279,"Coverage",38,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16280,"Coverage",16,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16281,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16282,"Coverage",75,0,"Citizen","Widowed","Less than HS","Black","Not in Labor Force"
16283,"Coverage",50,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16284,"Coverage",19,0,"Citizen","Never Married","HS Degree","Black","Employed Civilian"
16285,"Coverage",39,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16286,"Coverage",34,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16287,"Coverage",25,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16288,"Coverage",48,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16289,"Coverage",43,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16290,"Coverage",28,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16291,"Coverage",30,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16292,"Coverage",31,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16293,"Coverage",38,0,"Citizen","Married","Graduate Degree","Asian","Employed Civilian"
16294,"Coverage",26,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
16295,"Coverage",23,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16296,"Coverage",38,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16297,"Coverage",50,0,"Non-citizen","Married","Undergraduate Degree","White","Employed Civilian"
16298,"Coverage",29,0,"Citizen","Married","HS Degree","White","Unemployed"
16299,"Coverage",22,0,"Citizen","Never Married","HS Degree","White","Not in Labor Force"
16300,"Coverage",47,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16301,"Coverage",72,0,"Citizen","Widowed","Graduate Degree","White","Not in Labor Force"
16302,"Coverage",53,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16303,"Coverage",61,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16304,"Coverage",26,0,"Citizen","Never Married","Graduate Degree","White","Employed Civilian"
16305,"Coverage",52,0,"Citizen","Married","Less than HS","Black","Employed Civilian"
16306,"Coverage",70,0,"Citizen","Married","HS Degree","Asian","Not in Labor Force"
16307,"Coverage",53,0,"Citizen","Married","HS Degree","Black","Employed Civilian"
16308,"Coverage",61,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
16309,"Coverage",56,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16310,"Coverage",31,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16311,"Coverage",42,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16312,"Coverage",65,0,"Citizen","Married","Less than HS","White","Not in Labor Force"
16313,"Coverage",56,0,"Citizen","Divorced","HS Degree","Black","Employed Civilian"
16314,"Coverage",74,0,"Citizen","Divorced","Less than HS","White","Not in Labor Force"
16315,"Coverage",56,0,"Citizen","Never Married","Less than HS","Black","Not in Labor Force"
16316,"Coverage",81,0,"Citizen","Widowed","HS Degree","Black","Not in Labor Force"
16317,"Coverage",56,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16318,"Coverage",28,0,"Citizen","Never Married","HS Degree","White","Employed Civilian"
16319,"Coverage",53,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16320,"Coverage",49,0,"Citizen","Divorced","HS Degree","White","Unemployed"
16321,"Coverage",42,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
16322,"Coverage",48,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16323,"Coverage",33,0,"Citizen","Separated","HS Degree","White","Employed Civilian"
16324,"Coverage",39,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16325,"Coverage",58,0,"Citizen","Divorced","HS Degree","White","Employed Civilian"
16326,"Coverage",92,0,"Citizen","Widowed","HS Degree","White","Not in Labor Force"
16327,"Coverage",43,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16328,"Coverage",49,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16329,"Coverage",49,0,"Citizen","Never Married","HS Degree","Black","Not in Labor Force"
16330,"Coverage",64,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16331,"Coverage",73,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16332,"Coverage",57,0,"Citizen","Never Married","Undergraduate Degree","White","Employed Civilian"
16333,"Coverage",80,0,"Citizen","Married","Less than HS","Black","Not in Labor Force"
16334,"Coverage",38,8100,"Citizen","Married","HS Degree","Asian","Not in Labor Force"
16335,"Coverage",40,0,"Citizen","Married","Undergraduate Degree","White","Employed Civilian"
16336,"Coverage",34,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16337,"Coverage",45,0,"Citizen","Married","HS Degree","White","Employed Civilian"
16338,"Coverage",17,0,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16339,"Coverage",24,0,"Citizen","Married","HS Degree","White","Unemployed"
16340,"Coverage",63,5600,"Citizen","Never Married","Less than HS","White","Not in Labor Force"
16341,"Coverage",71,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16342,"Coverage",85,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16343,"Coverage",68,0,"Citizen","Divorced","HS Degree","White","Not in Labor Force"
16344,"Coverage",23,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16345,"Coverage",28,0,"Citizen","Married","Graduate Degree","White","Employed Civilian"
16346,"Coverage",31,0,"Citizen","Married","HS Degree","White","Not in Labor Force"
16347,"Coverage",31,0,"Citizen","Married","Undergraduate Degree","White","Not in Labor Force"
